_id,Nº/ANO,FATO,FATO AGRUPADO,DATA DO FATO,HORA DO FATO,UF,MUNICÍPIO,CÓDIGO IBGE,BAIRRO,SUBTIPO_VIOLENCIA_DOMESTICA,TENTADO,ENVOLVE_VD,DESC_MEDIDA_PROTETIVA,ANO,MES
3200,8716/2019 - DEPAC-PIRATININGA-CG,"LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA), LESAO CORPORAL SEGUIDA DE MORTE","DOS CRIMES CONTRA A PESSOA, LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, LESAO CORPORAL DOLOSA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",14/07/2019,03:50:00,MS,Campo Grande,5002704,VILA MORENINHA II,VIOLENCIA DOMESTICA,False,True,False,2019,7
3221,955/2019 - DP-CASSILÂNDIA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",24/06/2019,08:30:00,MS,Inocência,5004403,AREA RURAL,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2019,6
3233,162/2019 - DP-ARAL MOREIRA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",18/06/2019,18:00:00,MS,Aral Moreira,5001243,,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2019,6
3235,7485/2019 - DEPAC-PIRATININGA-CG,"LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA), HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","DOS CRIMES CONTRA A PESSOA, LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",15/06/2019,05:00:00,MS,Campo Grande,5002704,JARDIM SAO CONRADO,VIOLENCIA DOMESTICA,False,True,False,2019,6
3243,3453/2019 - 1DEAM,"ESTUPRO (VIOLENCIA DOMESTICA), HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO, NA FORMA TENTADA, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","ESTUPRO, FATOS TIPICOS, VIOLENCIA DOMESTICA, FATOS TIPICOS, HOMICIDIO DOLOSO NA FORMA TENTADA, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",11/06/2019,03:30:00,MS,Campo Grande,5002704,JARDIM BALSAMO,VIOLENCIA DOMESTICA TENTADO,True,True,False,2019,6
3269,225/2019 - 2DP-CG,"INCENDIO CULPOSO, HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO, NA FORMA TENTADA, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","INCENDIO, FATOS TIPICOS, FATOS TIPICOS, HOMICIDIO DOLOSO NA FORMA TENTADA, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",21/05/2019,13:36:00,MS,Campo Grande,5002704,VILA MARLI,VIOLENCIA DOMESTICA TENTADO,True,True,False,2019,5
3280,2801/2019 - 1DEAM,"SUICIDIO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",11/05/2019,02:35:00,MS,Campo Grande,5002704,VILA CARVALHO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2019,5
3285,59/2019 - DAM-JARDIM,"SUICIDIO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",08/05/2019,14:02:00,MS,Jardim,5005004,VILA ANGELICA,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2019,5
3304,2319/2019 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",19/04/2019,14:00:00,MS,Campo Grande,5002704,VILA PALMIRA,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2019,4
3325,66/2019 - DAM-NAVIRAÍ,"POSSE OU PORTE ILEGAL DE ARMA DE FOGO DE USO RESTRITO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",03/04/2019,07:25:00,MS,Navirai,5005707,RESIDENCIAL IPE,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2019,4
3329,529/2019 - DP-CHAPADÃO,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",31/03/2019,17:30:00,MS,Chapadão Do Sul,5002951,ESPLANADA II,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2019,3
3345,449/2019 - DP-COSTA RICA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",17/03/2019,00:20:00,MS,Costa Rica,5003256,CENTRO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2019,3
3375,284/2019 - DP-AMAMBAI,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",21/02/2019,06:00:00,MS,Amambai,5000609,ZONA RURAL,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2019,2
3430,507/2019 - DEPAC-PIRATININGA-CG,"DESTRUICAO, SUBTRACAO OU OCULTACAO DE CADAVER, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",11/01/2019,18:30:00,MS,Campo Grande,5002704,PORTAL CAIOBA,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2019,1
3452,1826/2018 - DP-MUNDO NOVO,"FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO, DESCUMPRIR DECISAO JUDICIAL QUE DEFERE MEDIDAS PROTETIVAS DE URGENCIA PREVISTAS NESTA LEI","CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, FEMINICIDIO, PROJETO ACOLHIDA, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA, FATOS TIPICOS",25/12/2018,10:30:00,MS,Mundo Novo,5005681,SAO JORGE,VIOLENCIA DOMESTICA TENTADO,True,True,True,2018,12
3453,15693/2018 - DEPAC-PIRATININGA-CG,"HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE, HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, DESCUMPRIR DECISAO JUDICIAL QUE DEFERE MEDIDAS PROTETIVAS DE URGENCIA PREVISTAS NESTA LEI","FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS",25/12/2018,08:10:00,MS,Campo Grande,5002704,VILA MORENINHA II,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,True,2018,12
3455,1050/2018 - DP-RIBAS RIO PARDO,"HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",23/12/2018,04:30:00,MS,Ribas Do Rio Pardo,5007109,SANTOS DUMONT,VIOLENCIA DOMESTICA TENTADO,True,True,False,2018,12
3474,1471/2018 - DP-APARECIDA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",15/12/2018,02:00:00,MS,Aparecida Do Taboado,5001003,JARDIM SANTO ANTONIO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2018,12
3478,1449/2018 - DP-APARECIDA,"LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA), HOMICIDIO QUALIFICADO POR MOTIVO FUTIL","DOS CRIMES CONTRA A PESSOA, LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",10/12/2018,12:00:00,MS,Aparecida Do Taboado,5001003,JARDIM SANTO ANTONIO,VIOLENCIA DOMESTICA,False,True,False,2018,12
3487,215/2018 - DP-DOURADINA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",01/12/2018,09:00:00,MS,Douradina,5003504,,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2018,12
3490,1540/2018 - DP-CAARAPO,LESAO CORPORAL SEGUIDA DE MORTE (VIOLENCIA DOMESTICA),"LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",28/11/2018,23:58:00,MS,Caarapó,5002407,JARDIM SANTA MARTA,VIOLENCIA DOMESTICA,False,True,False,2018,11
3493,6695/2018 - 1DEAM,"HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",27/11/2018,00:30:00,MS,Campo Grande,5002704,JARDIM AERO RANCHO,VIOLENCIA DOMESTICA TENTADO,True,True,False,2018,11
3494,807/2018 - DAM-DOURADOS,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO MAJORADO, SE PRATICADO CONTRA PESSOA MAIOR DE 60 (SESSENTA) ANOS, COM DEFICIENCIA OU COM DOENÇAS DEGENERATIVAS QUE ACARRETEM CONDIÇAO LIMITANTE OU DE VULNERABILIDADE FISICA OU MENTAL - REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",25/11/2018,22:30:00,MS,Dourados,5003702,JARDIM SAO PEDRO,VIOLENCIA DOMESTICA MAJORADO,False,True,False,2018,11
3514,6276/2018 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO MAJORADO, SE PRATICADO CONTRA PESSOA MAIOR DE 60 (SESSENTA) ANOS, COM DEFICIENCIA OU COM DOENÇAS DEGENERATIVAS QUE ACARRETEM CONDIÇAO LIMITANTE OU DE VULNERABILIDADE FISICA OU MENTAL - REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",07/11/2018,11:00:00,MS,Campo Grande,5002704,JARDIM SAO CONRADO,VIOLENCIA DOMESTICA MAJORADO,False,True,False,2018,11
3529,143/2018 - DRP-TRÊS LAGOAS,"HOMICIDIO SIMPLES, DESTRUICAO, SUBTRACAO OU OCULTACAO DE CADAVER, MAUS TRATOS (VIOLENCIA DOMESTICA)","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS, MAUS-TRATOS, VIOLENCIA DOMESTICA",22/10/2018,17:45:00,MS,Três Lagoas,5008305,SETSUL,VIOLENCIA DOMESTICA,False,True,False,2018,10
3560,1748/2018 - DP-COSTA RICA,"SUICIDIO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",30/09/2018,02:50:00,MS,Costa Rica,5003256,CENTRO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2018,9
3572,1047/2018 - DP-BELA VISTA,"SUICIDIO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",21/09/2018,17:15:00,MS,Bela Vista,5002100,COSTA E SILVA,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2018,9
3583,5016/2018 - 1DEAM,"LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA), HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO, FEMINICIDIO MAJORADO, SE PRATICADO CONTRA PESSOA MAIOR DE 60 (SESSENTA) ANOS, COM DEFICIENCIA OU COM DOENÇAS DEGENERATIVAS QUE ACARRETEM CONDIÇAO LIMITANTE OU DE VULNERABILIDADE FISICA OU MENTAL - REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","DOS CRIMES CONTRA A PESSOA, LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",10/09/2018,05:00:00,MS,Campo Grande,5002704,PAULO COELHO MACHADO,VIOLENCIA DOMESTICA TENTADO,True,True,False,2018,9
3594,10735/2018 - DEPAC-PIRATININGA-CG,"HOMICIDIO SIMPLES, HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO MAJORADO, SE PRATICADO CONTRA PESSOA MAIOR DE 60 (SESSENTA) ANOS, COM DEFICIENCIA OU COM DOENÇAS DEGENERATIVAS QUE ACARRETEM CONDIÇAO LIMITANTE OU DE VULNERABILIDADE FISICA OU MENTAL - REVOGADO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",01/09/2018,19:30:00,MS,Campo Grande,5002704,JARDIM LEBLON,VIOLENCIA DOMESTICA MAJORADO,False,True,False,2018,9
3598,514/2018 - DP-DEODÁPOLIS,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",29/08/2018,22:00:00,MS,Deodápolis,5003454,,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2018,8
3644,435/2018 - DAM-TRÊS LAGOAS,"SUICIDIO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",25/07/2018,07:00:00,MS,Três Lagoas,5008305,ZONA RURAL,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2018,7
3685,502/2018 - DP-RIO VERDE,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",26/06/2018,07:30:00,MS,Rio Verde De Mato Grosso,5007406,CENTRO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2018,6
3687,408/2018 - DAM-DOURADOS,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",25/06/2018,15:25:00,MS,Dourados,5003702,PARQUE DAS NACOES I,VIOLENCIA DOMESTICA TENTADO,True,True,False,2018,6
3689,496/2018 - DP-AGUA CLARA,"DANO, LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA), HOMICIDIO QUALIFICADO POR MOTIVO FUTIL","FATOS TIPICOS, DANO, DOS CRIMES CONTRA A PESSOA, LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",24/06/2018,02:00:00,MS,Água Clara,5000203,JARDIM NOVA AGUA CLARA,VIOLENCIA DOMESTICA,False,True,False,2018,6
3727,419/2018 - DP-RIBAS RIO PARDO,"POSSE IRREGULAR DE ARMA DE FOGO DE USO PERMITIDO, HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, AMEACA (VIOLENCIA DOMESTICA)","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, VIOLENCIA DOMESTICA, FATOS TIPICOS, AMEAÇA",30/05/2018,02:14:00,MS,Ribas Do Rio Pardo,5007109,CENTRO,VIOLENCIA DOMESTICA,False,True,False,2018,5
3745,2943/2018 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, FEMINICIDIO, PROJETO ACOLHIDA",18/05/2018,12:00:00,MS,Campo Grande,5002704,JARDIM ITAMARACA,VIOLENCIA DOMESTICA MAJORADO,False,True,False,2018,5
3773,655/2018 - DP-RIO BRILHANTE,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",01/05/2018,16:50:00,MS,Rio Brilhante,5007208,,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2018,5
3777,1011/2018 - DP-SIDROLANDIA,"FEMINICIDIO - REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO","FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, FEMINICIDIO, PROJETO ACOLHIDA",27/04/2018,00:00:00,MS,Sidrolândia,5007901,SAO BENTO,VIOLENCIA DOMESTICA MAJORADO,False,True,False,2018,4
3806,419/2018 - DP-BELA VISTA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",08/04/2018,17:30:00,MS,Bela Vista,5002100,,VIOLENCIA DOMESTICA TENTADO,True,True,False,2018,4
3811,493/2018 - DP-AMAMBAI,"MORTE POR CAUSA INDETERMINADA (SEM INDICIO DE CRIME), FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FATOS ATIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",03/04/2018,12:00:00,MS,Amambai,5000609,ZONA RURAL,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2018,4
