_id,Nº/ANO,FATO,FATO AGRUPADO,DATA DO FATO,HORA DO FATO,UF,MUNICÍPIO,CÓDIGO IBGE,BAIRRO
2899,135/2020 - DP-NIOAQUE,"DESTRUICAO, SUBTRACAO OU OCULTACAO DE CADAVER, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",08/03/2020,12:00:00,MS,NIOAQUE,5005806,""
2900,325/2020 - 1DP-BATAGUASSU,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",08/03/2020,04:40:00,MS,BATAGUASSU,5001904,JARDIM SANTA MARIA
2901,97/2020 - DP-ANTONIO JOÃO,"HOMICIDIO SIMPLES NA FORMA TENTADA, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",08/03/2020,03:00:00,MS,ANTÔNIO JOÃO,5000906,CENTRO
2902,1699/2020 - DEPAC-CEPOL-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",08/03/2020,01:15:00,MS,CAMPO GRANDE,5002704,LOS ANGELES
2903,4620/2020 - DEPAC-CENTRO-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",07/03/2020,23:00:00,MS,CAMPO GRANDE,5002704,JARDIM CARIOCA
2904,489/2020 - 1DP-AQUIDAUANA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",07/03/2020,22:00:00,MS,AQUIDAUANA,5001102,SERRARIA
2905,4612/2020 - DEPAC-CENTRO-CG,"HOMICIDIO SIMPLES, RESISTENCIA","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS",07/03/2020,17:30:00,MS,CAMPO GRANDE,5002704,TAQUARAL BOSQUE
2906,1921/2020 - DEPAC-DDOS,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",06/03/2020,19:00:00,MS,DOURADOS,5003702,JARDIM NOVO HORIZONTE
2907,1658/2020 - DEPAC-CEPOL-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",06/03/2020,08:15:00,MS,CAMPO GRANDE,5002704,JARDIM CANGURU
2908,101/2020 - 2DP-PONTA PORA,"HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO","CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS",06/03/2020,07:00:00,MS,PONTA PORÃ,5006606,""
2909,4426/2020 - DEPAC-CENTRO-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",05/03/2020,06:00:00,MS,CAMPO GRANDE,5002704,GUANANDI II
2910,1357/2020 - 1DP-CORUMBA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",03/03/2020,23:30:00,MS,CORUMBÁ,5003207,""
2911,252/2020 - DP-NOVA ALVORADA,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",03/03/2020,19:50:00,MS,NOVA ALVORADA DO SUL,5006002,VILA ZULU
2912,168/2020 - DP-APARECIDA,"HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",01/03/2020,03:20:00,MS,APARECIDA DO TABOADO,5001003,JARDIM AEROPORTO
2913,1345/2020 - 1DEAM,"HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE, NA FORMA TENTADA, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",29/02/2020,23:50:00,MS,CAMPO GRANDE,5002704,LOTEAMENTO NOVA SERRANA
2914,1709/2020 - DEPAC-DDOS,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",28/02/2020,21:30:00,MS,DOURADOS,5003702,""
2915,426/2020 - 1DP-AQUIDAUANA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",28/02/2020,15:00:00,MS,AQUIDAUANA,5001102,SERRARIA
2916,224/2020 - DP-RIO BRILHANTE,"HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO","CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS",28/02/2020,00:30:00,MS,RIO BRILHANTE,5007208,VILA FATIMA
2917,1479/2020 - DEPAC-CEPOL-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",27/02/2020,20:17:00,MS,CAMPO GRANDE,5002704,JARDIM SAO CONRADO
2918,517/2020 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",27/02/2020,17:00:00,MS,PONTA PORÃ,5006606,RESIDENCIAL PONTA PORA HUM
2919,433/2020 - 3DP-CG,"HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO","CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS",27/02/2020,15:30:00,MS,CAMPO GRANDE,5002704,JARDIM NOROESTE
2920,283/2020 - 1DP-JARDIM,LESAO CORPORAL SEGUIDA DE MORTE,"FATOS TIPICOS QUE RESULTAM EM MORTE, LESAO CORPORAL DOLOSA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",26/02/2020,15:10:00,MS,JARDIM,5005004,""
2921,1625/2020 - DEPAC-DDOS,"HOMICIDIO SIMPLES, HOMICIDIO SIMPLES NA FORMA TENTADA","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS",26/02/2020,02:00:00,MS,DOURADOS,5003702,JARDIM INDEPENDENCIA
2922,1186/2020 - 1DP-CORUMBA,"POSSE IRREGULAR DE ARMA DE FOGO DE USO PERMITIDO, HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",24/02/2020,19:05:00,MS,CORUMBÁ,5003207,""
2923,1392/2020 - DEPAC-CEPOL-CG,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",24/02/2020,18:00:00,MS,CAMPO GRANDE,5002704,PARQUE DO LAGEADO
2924,1379/2020 - DEPAC-CEPOL-CG,"HOMICIDIO SIMPLES, HOMICIDIO SIMPLES NA FORMA TENTADA","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS",24/02/2020,11:40:00,MS,CAMPO GRANDE,5002704,GUANANDI
2925,329/2020 - DP-AMAMBAI,"POSSE OU PORTE ILEGAL DE ARMA DE FOGO DE USO RESTRITO, HOMICIDIO SIMPLES NA FORMA TENTADA, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",24/02/2020,09:50:00,MS,AMAMBAI,5000609,""
2926,435/2020 - DP-SIDROLANDIA,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",24/02/2020,08:00:00,MS,SIDROLÂNDIA,5007901,RESIDENCIAL OLENKA
2927,84/2020 - DP-ANGELICA,"HOMICIDIO SIMPLES, PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZACAO CRIMINOSA","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS",24/02/2020,00:20:00,MS,ANGÉLICA,5000856,CENTRO
2928,1555/2020 - DEPAC-DDOS,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",23/02/2020,11:00:00,MS,DOURADOS,5003702,""
2929,82/2020 - DP-ANGELICA,HOMICIDIO QUALIFICADO POR MOTIVO FUTIL,"HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",22/02/2020,21:40:00,MS,ANGÉLICA,5000856,""
2930,1537/2020 - DEPAC-DDOS,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",22/02/2020,19:50:00,MS,DOURADOS,5003702,JARDIM INDEPENDENCIA
2931,106/2020 - DP-SELVÍRIA,"AMEACA, HOMICIDIO QUALIFICADO POR MOTIVO FUTIL","AMEAÇA, FATOS TIPICOS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",22/02/2020,03:40:00,MS,SELVÍRIA,5007802,CENTRO
2932,81/2020 - DP-INOCÊNCIA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",22/02/2020,01:00:00,MS,INOCÊNCIA,5004403,CENTRO
2933,150/2020 - DP-APARECIDA,"HOMICIDIO SIMPLES, LESAO CORPORAL DOLOSA","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, LESAO CORPORAL DOLOSA, FATOS TIPICOS",22/02/2020,00:15:00,MS,APARECIDA DO TABOADO,5001003,JARDIM DAS FLORES
2934,1138/2020 - 1DEAM,"HOMICIDIO SIMPLES, AMEACA (VIOLENCIA DOMESTICA), VIOLACAO DE DOMICILIO (VIOLENCIA DOMESTICA), DESCUMPRIR DECISAO JUDICIAL QUE DEFERE MEDIDAS PROTETIVAS DE URGENCIA PREVISTAS NESTA LEI","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, VIOLENCIA DOMESTICA, FATOS TIPICOS, AMEAÇA, FATOS TIPICOS, FATOS TIPICOS",20/02/2020,16:30:00,MS,CAMPO GRANDE,5002704,VILA CARVALHO
2935,488/2020 - DEPAC-TL,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",20/02/2020,08:00:00,MS,ÁGUA CLARA,5000203,CENTRO
2936,14/2020 - DAM-FATIMA DO SUL,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",20/02/2020,04:30:00,MS,FÁTIMA DO SUL,5003801,CENTRO
2937,1051/2020 - 1DP-CORUMBA,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",19/02/2020,12:00:00,MS,CORUMBÁ,5003207,GUAICURUS
2938,1401/2020 - DEPAC-DDOS,"HOMICIDIO SIMPLES, AMEACA","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, AMEAÇA, FATOS TIPICOS",18/02/2020,15:50:00,MS,DOURADOS,5003702,JARDIM AGUA BOA
2939,235/2020 - DP-IVINHEMA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",18/02/2020,13:10:00,MS,IVINHEMA,5004700,ITAPOA
2940,3259/2020 - DEPAC-CENTRO-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",18/02/2020,00:13:00,MS,CAMPO GRANDE,5002704,CENTRO
2941,277/2020 - 1DP-COXIM,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",17/02/2020,17:00:00,MS,COXIM,5003306,MORADA ALTOS DE SAO PEDRO
2942,395/2020 - DP-SIDROLANDIA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",17/02/2020,15:00:00,MS,SIDROLÂNDIA,5007901,""
2943,93/2020 - DP-IGUATEMI,"LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA), HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO DOLOSO MAJORADO, SE O CRIME É PRATICADO CONTRA PESSOA MENOR DE 14 (QUATORZE) OU MAIOR DE 60 (SESSENTA)","DOS CRIMES CONTRA A PESSOA, LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS",16/02/2020,22:20:00,MS,IGUATEMI,5004304,ZONA RURAL
2944,1181/2020 - DEPAC-CEPOL-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",16/02/2020,18:00:00,MS,CAMPO GRANDE,5002704,""
2945,1169/2020 - DEPAC-CEPOL-CG,"LESAO CORPORAL DOLOSA, HOMICIDIO SIMPLES NA FORMA TENTADA, HOMICIDIO QUALIFICADO POR MOTIVO FUTIL","LESAO CORPORAL DOLOSA, FATOS TIPICOS, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",16/02/2020,07:00:00,MS,CAMPO GRANDE,5002704,""
2946,115/2020 - DP-RIO VERDE,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",14/02/2020,21:30:00,MS,RIO VERDE DE MATO GROSSO,5007406,CAMPO ALEGRE
2947,191/2020 - DP-MUNDO NOVO,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",14/02/2020,06:30:00,MS,MUNDO NOVO,5005681,""
2948,63/2020 - DP-CORONEL SAPUCAIA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",13/02/2020,21:00:00,MS,CORONEL SAPUCAIA,5003157,""
2949,1239/2020 - DEPAC-DDOS,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",13/02/2020,03:00:00,MS,CAARAPÓ,5002407,CENTRO
2950,44/2020 - DP-PARANHOS,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",11/02/2020,22:10:00,MS,PARANHOS,5006358,CENTRO
2951,843/2020 - 1DP-CORUMBA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",09/02/2020,09:50:00,MS,CORUMBÁ,5003207,POPULAR NOVA
2952,229/2020 - 1DP-COXIM,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",09/02/2020,03:50:00,MS,COXIM,5003306,CENTRO
2953,972/2020 - DEPAC-CEPOL-CG,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",07/02/2020,20:00:00,MS,CAMPO GRANDE,5002704,COOPHAVILA II
2954,1040/2020 - DEPAC-DDOS,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",07/02/2020,09:00:00,MS,DOURADOS,5003702,""
2955,27/2020 - DP-SETE QUEDAS,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",06/02/2020,20:30:00,MS,SETE QUEDAS,5007703,CENTRO
2956,265/2020 - 1DP-AQUIDAUANA,"HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, NA FORMA TENTADA, HOMICIDIO QUALIFICADO POR MOTIVO FUTIL NA FORMA TENTADA","HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, FATOS TIPICOS",06/02/2020,02:10:00,MS,AQUIDAUANA,5001102,OVIDIO COSTA  UM
