_id,Nº/ANO,FATO,FATO AGRUPADO,DATA DO FATO,HORA DO FATO,UF,MUNICÍPIO,CÓDIGO IBGE,BAIRRO,SUBTIPO_FEMINICIDIO,TENTADO,ENVOLVE_VD,DESC_MEDIDA_PROTETIVA,ANO,MES
19,2765/2026 - 1DEAM,FEMINICIDIO,"CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",13/04/2026,08:35:00,MS,Campo Grande,5002704,JARDIM NOROESTE,FEMINICÍDIO,False,False,False,2026,4
20,212/2026 - DP-ELDORADO,"SUICIDIO, FEMINICIDIO","MORTE DECORRENTE DE FATO ATIPICO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",12/04/2026,23:50:00,MS,Eldorado,5003751,JARDIM NOVO ELDORADO,FEMINICÍDIO,False,False,False,2026,4
29,2561/2026 - 1DEAM,"PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO, ADQUIRIR, POSSUIR OU ARMAZENAR, POR QUALQUER MEIO, FOTOGRAFIA, VIDEO OU OUTRA FORMA DE REGISTRO QUE CONTENHA CENA DE SEXO EXPLICITO OU PORNOGRAFICA ENVOLVENDO CRIANCA OU ADOLESCENTE, FEMINICIDIO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, FATOS TIPICOS, PEDOFILIA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",06/04/2026,11:35:00,MS,Campo Grande,5002704,CONJUNTO HABITACIONAL ESTRELA D ALVA I,FEMINICÍDIO,False,False,False,2026,4
44,110/2026 - DP-SELVÍRIA,FEMINICIDIO,"CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",23/03/2026,08:35:00,MS,Selvíria,5007802,CENTRO,FEMINICÍDIO,False,False,False,2026,3
70,77/2026 - DP-PARANHOS,"FEMINICIDIO, NAS CIRCUNSTANCIAS PREVISTAS NOS INCISOS III, IV E VIII DO § 2º DO ART. 121 DESTE CODIGO","PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO",08/03/2026,01:00:00,MS,Paranhos,5006358,,FEMINICÍDIO,False,False,False,2026,3
72,255/2026 - DP-ANASTACIO,FEMINICIDIO,"CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",06/03/2026,22:30:00,MS,Anastácio,5000708,,FEMINICÍDIO,False,False,False,2026,3
76,537/2026 - 1DP-PONTA PORÃ,"HOMICIDIO QUALIFICADO, PARA ASSEGURAR A EXECUCAO, A OCULTACAO, A IMPUNIDADE OU VANTAGEM DE OUTRO CRIME, NA FORMA TENTADA, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA, FEMINICIDIO, NA PRESENÇA FISICA OU VIRTUAL DE DESCENDENTE OU DE ASCENDENTE DA VITIMA","FATOS TIPICOS, VIOLENCIA DOMESTICA, FEMINICIDIO NA FORMA TENTADA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, FATOS TIPICOS, PROJETO ACOLHIDA",03/03/2026,17:34:00,MS,Ponta Porã,5006606,VILA RENO,FEMINICÍDIO TENTADO,True,True,False,2026,3
83,902/2026 - DEPAC-TL,FEMINICIDIO,"CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",25/02/2026,02:27:00,MS,Três Lagoas,5008305,NOVO OESTE 2,FEMINICÍDIO,False,False,False,2026,2
87,331/2026 - 1DP-COXIM,"QUANDO SE TRATAR DE CAO OU GATO, A PENA PARA AS CONDUTAS DESCRITAS NO CAPUT DESTE ARTIGO SERA DE RECLUSAO, DE 2 (DOIS) A 5 (CINCO) ANOS, MULTA E PROIBIÇÃO DA GUARDA, FEMINICIDIO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",22/02/2026,04:30:00,MS,Coxim,5003306,SENHOR DIVINO,FEMINICÍDIO,False,False,False,2026,2
120,390/2026 - 1DP-CORUMBA,"AMEACA, DESACATO, FEMINICIDIO","AMEAÇA, FATOS TIPICOS, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",24/01/2026,18:33:00,MS,Corumbá,5003207,VILA GUARANI,FEMINICÍDIO,False,False,False,2026,1
131,43/2026 - DP-BELA VISTA,"SUICIDIO, FEMINICIDIO","MORTE DECORRENTE DE FATO ATIPICO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",15/01/2026,20:00:00,MS,Bela Vista,5002100,,FEMINICÍDIO,False,False,False,2026,1
176,1586/2025 - DP-RIBAS RIO PARDO,"DESCUMPRIR DECISAO JUDICIAL QUE DEFERE MEDIDAS PROTETIVAS DE URGENCIA PREVISTAS NESTA LEI, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS, VIOLENCIA DOMESTICA",14/12/2025,01:17:00,MS,Ribas Do Rio Pardo,5007109,,FEMINICÍDIO,False,True,True,2025,12
181,8564/2025 - 1DEAM,"VILIPENDIO A CADAVER, LESAO CORPORAL, SE A LESAO FOR PRATICADA CONTRA A MULHER, POR RAZOES DA CONDIÇAO DO SEXO FEMININO (VIOLENCIA DOMESTICA), FEMINICIDIO","FATOS TIPICOS, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",08/12/2025,08:00:00,MS,Campo Grande,5002704,VILA TAVEIROPOLIS,FEMINICÍDIO,False,True,False,2025,12
200,8963/2025 - DEPAC-DDOS,"DESCUMPRIR DECISAO JUDICIAL QUE DEFERE MEDIDAS PROTETIVAS DE URGENCIA PREVISTAS NESTA LEI, FEMINICIDIO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",23/11/2025,23:26:00,MS,Dourados,5003702,VILA SULMAT,FEMINICÍDIO,False,False,True,2025,11
212,601/2025 - DP-SONORA,FEMINICIDIO,"CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",18/11/2025,07:25:00,MS,Sonora,5007935,CENTRO,FEMINICÍDIO,False,False,False,2025,11
221,388/2025 - DP-ROCHEDO,"INCENDIO, HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO, FEMINICIDIO, NAS CIRCUNSTANCIAS PREVISTAS NOS INCISOS III, IV E VIII DO § 2º DO ART. 121 DESTE CODIGO","FATOS TIPICOS, INCENDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO",10/11/2025,00:10:00,MS,Rochedo,5007505,PARQUE DOS DIAMANTES,FEMINICÍDIO,False,False,False,2025,11
229,1094/2025 - DP-APARECIDA,FEMINICIDIO,"CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",04/11/2025,22:55:00,MS,Aparecida Do Taboado,5001003,JARDIM REDENTORA,FEMINICÍDIO,False,False,False,2025,11
230,1258/2025 - 1DP-JARDIM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR","CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS, VIOLENCIA DOMESTICA",04/11/2025,20:00:00,MS,Jardim,5005004,SANTA LUZIA,FEMINICÍDIO,False,True,False,2025,11
239,7534/2025 - 1DEAM,"RESISTENCIA, DESOBEDIENCIA, OMISSAO DE SOCORRO, QUALIFICADA SE RESULTA MORTE, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR","FATOS TIPICOS, FATOS TIPICOS, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS, VIOLENCIA DOMESTICA",28/10/2025,20:21:00,MS,Campo Grande,5002704,JARDIM COLUMBIA,FEMINICÍDIO,False,True,False,2025,10
246,715/2025 - DAM-TRÊS LAGOAS,"FEMINICIDIO, EM DESCUMPRIMENTO DAS MEDIDAS PROTETIVAS DE URGENCIA PREVISTAS NOS INCISOS I, II E III DO CAPUT DO ART. 22 DA LEI Nº 11.340, DE 7 DE AGOSTO DE 2006 (LEI MARIA DA PENHA)","FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",21/10/2025,14:24:00,MS,Três Lagoas,5008305,,FEMINICÍDIO,False,True,True,2025,10
252,493/2025 - DP-BANDEIRANTES,"PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO, TRAFICO DE DROGAS, FEMINICIDIO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, DROGAS, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",12/10/2025,15:30:00,MS,Bandeirantes,5001508,SILVINO DE BARROS,FEMINICÍDIO,False,False,False,2025,10
256,2360/2025 - 1DP-PARANAIBA,FEMINICIDIO,"CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",09/10/2025,22:30:00,MS,Paranaíba,5006309,CENTRO,FEMINICÍDIO,False,False,False,2025,10
269,6840/2025 - 1DEAM,"SUICIDIO, FEMINICIDIO","MORTE DECORRENTE DE FATO ATIPICO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",02/10/2025,19:58:00,MS,Campo Grande,5002704,MONTE CASTELO,FEMINICÍDIO,False,False,False,2025,10
300,631/2025 - DP-BELA VISTA,"HOMICIDIO SIMPLES, FEMINICIDIO, NAS CIRCUNSTANCIAS PREVISTAS NOS INCISOS III, IV E VIII DO § 2º DO ART. 121 DESTE CODIGO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO",13/09/2025,14:30:00,MS,Bela Vista,5002100,ESPIRITO SANTO,FEMINICÍDIO,False,False,False,2025,9
304,225/2025 - DP-DOIS IRMAOS,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR","CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS, VIOLENCIA DOMESTICA",08/09/2025,02:00:00,MS,Dois Irmãos Do Buriti,5003488,CENTRO,FEMINICÍDIO,False,True,False,2025,9
333,1192/2025 - 1DP-BATAGUASSU,"SEQUESTRO E CARCERE PRIVADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR","FATOS TIPICOS, SEQUESTRO E CARCERE PRIVADO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS, VIOLENCIA DOMESTICA",22/08/2025,20:00:00,MS,Bataguassu,5001904,JARDIM REAL,FEMINICÍDIO,False,True,False,2025,8
350,552/2025 - DP-BELA VISTA,"DESTRUICAO, SUBTRACAO OU OCULTACAO DE CADAVER, ESTUPRO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR","FATOS TIPICOS, FATOS TIPICOS, ESTUPRO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS, VIOLENCIA DOMESTICA",08/08/2025,19:00:00,MS,Bela Vista,5002100,,FEMINICÍDIO,False,True,False,2025,8
355,3259/2025 - 1DP-CORUMBA,"POSSE IRREGULAR DE ARMA DE FOGO DE USO PERMITIDO, FEMINICIDIO - REVOGADO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",02/08/2025,20:20:00,MS,Corumbá,5003207,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2025,8
356,976/2025 - DP-RIBAS RIO PARDO,"SUICIDIO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",31/07/2025,15:40:00,MS,Ribas Do Rio Pardo,5007109,CENTRO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2025,7
366,1615/2025 - 1DP-NAVIRAÍ,"LESAO CORPORAL DOLOSA, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO","LESAO CORPORAL DOLOSA, FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",25/07/2025,22:31:00,MS,Navirai,5005707,RESIDENCIAL SOL NASCENTE,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2025,7
386,229/2025 - DP-GLÓRIA DOURADOS,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",03/07/2025,20:20:00,MS,Glória De Dourados,5004007,CENTRO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2025,7
397,1075/2025 - DP-COSTA RICA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",27/06/2025,19:00:00,MS,Costa Rica,5003256,CENTRO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2025,6
405,964/2025 - DP-MARACAJU,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",20/06/2025,23:39:00,MS,Maracaju,5005400,VILA JUQUITA,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2025,6
406,741/2025 - DP-NOVA ALVORADA,"SUICIDIO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",18/06/2025,21:50:00,MS,Nova Alvorada Do Sul,5006002,CENTRO,FEMINICÍDIO TENTADO,True,True,False,2025,6
417,2447/2025 - 1DP-CORUMBA,"AMEACA, FEMINICIDIO, MENOSPREZO OU DISCRIMINAÇAO DE MULHER - REVOGADO, VIOLENCIA PSICOLOGICA CONTRA A MULHER","AMEAÇA, FATOS TIPICOS, FATOS TIPICOS, PROJETO ACOLHIDA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS",06/06/2025,15:00:00,MS,Corumbá,5003207,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2025,6
427,4728/2025 - DEPAC-CEPOL-CG,"FEMINICIDIO - REVOGADO, FEMINICIDIO MAJORADO, SE PRATICADO CONTRA MENOR DE 14 ANOS","FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",26/05/2025,18:00:00,MS,Campo Grande,5002704,,FEMINICÍDIO MAJORADO,False,False,False,2025,5
432,217/2025 - DP-CORONEL SAPUCAIA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",23/05/2025,00:16:00,MS,Coronel Sapucaia,5003157,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2025,5
434,190/2025 - DP-ANGELICA,"LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA), FEMINICIDIO - REVOGADO","DOS CRIMES CONTRA A PESSOA, LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",21/05/2025,20:00:00,MS,Angélica,5000856,CENTRO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2025,5
442,271/2025 - DP-ITAQUIRAI,"PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO, FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, FEMINICIDIO, PROJETO ACOLHIDA",14/05/2025,06:00:00,MS,Itaquiraí,5004601,,FEMINICÍDIO MAJORADO,False,False,False,2025,5
445,570/2025 - DP-CASSILÂNDIA,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",11/05/2025,03:00:00,MS,Cassilândia,5002902,CENTRO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2025,5
472,634/2025 - DP-SIDROLANDIA,"LESAO CORPORAL DOLOSA, FEMINICIDIO - REVOGADO","LESAO CORPORAL DOLOSA, FATOS TIPICOS, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",17/04/2025,22:00:00,MS,Sidrolândia,5007901,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2025,4
493,118/2025 - DP-NIOAQUE,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",29/03/2025,05:00:00,MS,Nioaque,5005806,SAO MIGUEL,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2025,3
533,1616/2025 - 1DEAM,"HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO, NA FORMA TENTADA, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS, HOMICIDIO DOLOSO NA FORMA TENTADA, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",01/03/2025,17:19:00,MS,Campo Grande,5002704,JARDIM AERO RANCHO,FEMINICÍDIO TENTADO,True,True,False,2025,3
538,47/2025 - DP-JUTI,"FEMINICIDIO MAJORADO, SE PRATICADO CONTRA PESSOA MAIOR DE 60 (SESSENTA) ANOS, COM DEFICIENCIA OU COM DOENÇAS DEGENERATIVAS QUE ACARRETEM CONDIÇAO LIMITANTE OU DE VULNERABILIDADE FISICA OU MENTAL - REVOGADO","FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",23/02/2025,20:00:00,MS,Juti,5005152,CENTRO,FEMINICÍDIO MAJORADO,False,False,False,2025,2
541,127/2025 - DP-AGUA CLARA,"AMEACA, POSSE IRREGULAR DE ARMA DE FOGO DE USO PERMITIDO, FEMINICIDIO - REVOGADO","AMEAÇA, FATOS TIPICOS, FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",22/02/2025,04:30:00,MS,Água Clara,5000203,JARDIM PARAISO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2025,2
543,1278/2025 - DEPAC-DDOS,"FEMINICIDIO - REVOGADO, FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO","FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, FEMINICIDIO, PROJETO ACOLHIDA",18/02/2025,21:00:00,MS,Dourados,5003702,,FEMINICÍDIO MAJORADO,False,False,False,2025,2
546,1124/2025 - 1DEAM,"SEQUESTRO E CARCERE PRIVADO, HOMICIDIO SIMPLES NA FORMA TENTADA, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, VIOLENCIA PSICOLOGICA CONTRA A MULHER","FATOS TIPICOS, SEQUESTRO E CARCERE PRIVADO, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS",12/02/2025,17:33:00,MS,Campo Grande,5002704,MONTE CASTELO,FEMINICÍDIO TENTADO,True,True,False,2025,2
569,98/2025 - DP-CAARAPO,"SUICIDIO, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, FEMINICIDIO, MENOSPREZO OU DISCRIMINAÇAO DE MULHER - REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, FATOS TIPICOS, PROJETO ACOLHIDA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS",01/02/2025,09:00:00,MS,Caarapó,5002407,CENTRO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2025,2
583,570/2025 - DEPAC-DDOS,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO, HOMICIDIO QUALIFICADO COM EMPREGO DE ARMA DE FOGO DE USO RESTRITO OU PROIBIDO","VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",22/01/2025,20:00:00,MS,Dourados,5003702,VILA MATOS,FEMINICÍDIO TENTADO,True,True,False,2025,1
625,7950/2024 - 1DEAM,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",27/12/2024,23:31:00,MS,Campo Grande,5002704,PARQUE RESIDENCIAL UNIAO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2024,12
626,7949/2024 - 1DEAM,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",27/12/2024,22:40:00,MS,Campo Grande,5002704,JARDIM LOS ANGELES,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2024,12
628,1120/2024 - DP-NOVA ALVORADA,"FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, FEMINICIDIO, PROJETO ACOLHIDA, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",25/12/2024,21:10:00,MS,Nova Alvorada Do Sul,5006002,VACILIO DIAS,FEMINICÍDIO TENTADO,True,True,False,2024,12
637,194/2024 - DP-JAPORA,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",22/12/2024,02:00:00,MS,Japorã,5004809,ZONA RURAL,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2024,12
645,7638/2024 - 1DEAM,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",15/12/2024,21:30:00,MS,Campo Grande,5002704,CENTRO OESTE,FEMINICÍDIO TENTADO,True,True,False,2024,12
650,6006/2024 - 1DP-CORUMBA,"HOMICIDIO SIMPLES, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",13/12/2024,22:43:00,MS,Ladário,5005202,CEAC,FEMINICÍDIO TENTADO,True,True,False,2024,12
